rdfid,concept,tfidf,direction,content_type,topic_name,order
jprint_var_express2,StringLiteral,0.227464067730148,outcome,question,Variables,10
jprint_var_express2,StringVariable,0.680009694482204,outcome,question,Variables,10
jprint_var_express2,VoidDataType,0.0406005780140349,outcome,question,Variables,10
HelloPrinter,ActualMethodParameter,0.118815651329281,outcome,example,Variables,10
HelloPrinter,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
HelloPrinter,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
HelloPrinter,java.lang.System.out.println,0.264712125058162,outcome,example,Variables,10
HelloPrinter,MethodDefinition,0.038670377077733,outcome,example,Variables,10
HelloPrinter,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
HelloPrinter,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
HelloPrinter,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
HelloPrinter,StringDataType,0.224499588787552,outcome,example,Variables,10
HelloPrinter,StringLiteral,0.227464067730148,outcome,example,Variables,10
HelloPrinter,VoidDataType,0.0406005780140349,outcome,example,Variables,10
variables1_v2,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
variables1_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
variables1_v2,IntDataType,0.448999177575103,outcome,example,Variables,10
variables1_v2,MethodDefinition,0.038670377077733,outcome,example,Variables,10
variables1_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
variables1_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
variables1_v2,SimpleVariable,1.59443675112677,outcome,example,Variables,10
variables1_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
variables1_v2,StringDataType,0.224499588787552,outcome,example,Variables,10
variables1_v2,StringVariable,0.680009694482204,outcome,example,Variables,10
variables1_v2,VoidDataType,0.0406005780140349,outcome,example,Variables,10
variables2_v2,AddExpression,0.647523940447407,outcome,example,Variables,10
variables2_v2,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
variables2_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
variables2_v2,IntDataType,0.673498766362655,outcome,example,Variables,10
variables2_v2,MethodDefinition,0.038670377077733,outcome,example,Variables,10
variables2_v2,MultiplyExpression,0.763427993562937,outcome,example,Variables,10
variables2_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
variables2_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
variables2_v2,SimpleAssignmentExpression,0.10906371236056,outcome,example,Variables,10
variables2_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
variables2_v2,StringDataType,0.224499588787552,outcome,example,Variables,10
variables2_v2,StringInitializationStatement,1.12464519519966,outcome,example,Variables,10
variables2_v2,StringLiteral,0.227464067730148,outcome,example,Variables,10
variables2_v2,StringVariable,0.680009694482204,outcome,example,Variables,10
variables2_v2,VoidDataType,0.0406005780140349,outcome,example,Variables,10
HelloWorld2_v2,ActualMethodParameter,0.118815651329281,outcome,example,Variables,10
HelloWorld2_v2,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
HelloWorld2_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
HelloWorld2_v2,java.lang.System.out.println,0.264712125058162,outcome,example,Variables,10
HelloWorld2_v2,MethodDefinition,0.038670377077733,outcome,example,Variables,10
HelloWorld2_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
HelloWorld2_v2,SimpleAssignmentExpression,0.0272659280901399,outcome,example,Variables,10
HelloWorld2_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
HelloWorld2_v2,StringDataType,0.224499588787552,outcome,example,Variables,10
HelloWorld2_v2,StringInitializationStatement,1.12464519519966,outcome,example,Variables,10
HelloWorld2_v2,StringLiteral,0.227464067730148,outcome,example,Variables,10
HelloWorld2_v2,StringVariable,0.680009694482204,outcome,example,Variables,10
HelloWorld2_v2,VoidDataType,0.0406005780140349,outcome,example,Variables,10
VariableDemo,ActualMethodParameter,0.950525210634245,outcome,example,Variables,10
VariableDemo,AddExpression,1.29504788089481,outcome,example,Variables,10
VariableDemo,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
VariableDemo,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
VariableDemo,IntDataType,0.448999177575103,outcome,example,Variables,10
VariableDemo,java.lang.System.out.print,3.71767570285717,outcome,example,Variables,10
VariableDemo,java.lang.System.out.println,1.05884850023265,outcome,example,Variables,10
VariableDemo,MethodDefinition,0.038670377077733,outcome,example,Variables,10
VariableDemo,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
VariableDemo,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
VariableDemo,SimpleAssignmentExpression,0.136329640450699,outcome,example,Variables,10
VariableDemo,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
VariableDemo,StringDataType,0.897998355150206,outcome,example,Variables,10
VariableDemo,StringLiteral,0.909856270920594,outcome,example,Variables,10
VariableDemo,VoidDataType,0.0406005780140349,outcome,example,Variables,10
PrintTester,ActualMethodParameter,0.712893907975684,outcome,example,Variables,10
PrintTester,AddExpression,1.29504788089481,outcome,example,Variables,10
PrintTester,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
PrintTester,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
PrintTester,java.lang.System.out.print,0.929418925714293,outcome,example,Variables,10
PrintTester,java.lang.System.out.println,1.32356062529081,outcome,example,Variables,10
PrintTester,MethodDefinition,0.038670377077733,outcome,example,Variables,10
PrintTester,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
PrintTester,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
PrintTester,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
PrintTester,StringDataType,0.897998355150206,outcome,example,Variables,10
PrintTester,StringLiteral,0.909856270920594,outcome,example,Variables,10
PrintTester,VoidDataType,0.0406005780140349,outcome,example,Variables,10
JavaTutorial_4_1_5,ActualMethodParameter,0.475262605317123,outcome,example,Variables,10
JavaTutorial_4_1_5,ClassDefinition,0.0263289387223491,outcome,example,Variables,10
JavaTutorial_4_1_5,FormalMethodParameter,0.0435120602039102,outcome,example,Variables,10
JavaTutorial_4_1_5,IntDataType,0.448999177575103,outcome,example,Variables,10
JavaTutorial_4_1_5,java.lang.System.out.println,1.05884850023265,outcome,example,Variables,10
JavaTutorial_4_1_5,MethodDefinition,0.038670377077733,outcome,example,Variables,10
JavaTutorial_4_1_5,PublicClassSpecifier,0.0634373200599912,outcome,example,Variables,10
JavaTutorial_4_1_5,PublicMethodSpecifier,0.04156890505357,outcome,example,Variables,10
JavaTutorial_4_1_5,SimpleAssignmentExpression,0.10906371236056,outcome,example,Variables,10
JavaTutorial_4_1_5,StaticMethodSpecifier,0.0706328961188937,outcome,example,Variables,10
JavaTutorial_4_1_5,VoidDataType,0.0406005780140349,outcome,example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,ActualMethodParameter,0.118815651329281,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,ClassDefinition,0.0263289387223491,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,java.lang.System.out.println,0.264712125058162,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,MethodDefinition,0.038670377077733,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,PublicClassSpecifier,0.0634373200599912,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,PublicMethodSpecifier,0.04156890505357,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,StaticMethodSpecifier,0.0706328961188937,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,StringDataType,0.224499588787552,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,StringLiteral,0.227464067730148,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_HelloPrinter,VoidDataType,0.0406005780140349,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,ActualMethodParameter,0.712893907975684,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,AddExpression,1.29504788089481,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,ClassDefinition,0.0263289387223491,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,java.lang.System.out.print,0.929418925714293,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,java.lang.System.out.println,1.32356062529081,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,MethodDefinition,0.038670377077733,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,PublicClassSpecifier,0.0634373200599912,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,PublicMethodSpecifier,0.04156890505357,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,StaticMethodSpecifier,0.0706328961188937,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,StringDataType,0.897998355150206,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,StringLiteral,0.909856270920594,outcome,animated_example,Variables,10
ae_BJ4_ch01_s05_PrintTester,VoidDataType,0.0406005780140349,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,ActualMethodParameter,0.950525210634245,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,AddExpression,1.29504788089481,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,ClassDefinition,0.0263289387223491,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,IntDataType,0.448999177575103,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,java.lang.System.out.print,3.71767570285717,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,java.lang.System.out.println,1.05884850023265,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,MethodDefinition,0.038670377077733,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,PublicClassSpecifier,0.0634373200599912,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,PublicMethodSpecifier,0.04156890505357,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,SimpleAssignmentExpression,0.136329640450699,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,StaticMethodSpecifier,0.0706328961188937,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,StringDataType,0.897998355150206,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,StringLiteral,0.909856270920594,outcome,animated_example,Variables,10
ae_BJ4_ch02_s03_VariableDemo,VoidDataType,0.0406005780140349,outcome,animated_example,Variables,10
jUsingDouble,AddExpression,0.647523940447407,outcome,question,Primitive_Data_Types,20
jUsingDouble,ClassDefinition,0.0263289387223491,outcome,question,Primitive_Data_Types,20
jUsingDouble,DoubleDataType,0.63214907884874,outcome,question,Primitive_Data_Types,20
jUsingDouble,FormalMethodParameter,0.0435120602039102,outcome,question,Primitive_Data_Types,20
jUsingDouble,IntDataType,0.224499588787552,outcome,question,Primitive_Data_Types,20
jUsingDouble,MethodDefinition,0.038670377077733,outcome,question,Primitive_Data_Types,20
jUsingDouble,PublicClassSpecifier,0.0634373200599912,outcome,question,Primitive_Data_Types,20
jUsingDouble,PublicMethodSpecifier,0.04156890505357,outcome,question,Primitive_Data_Types,20
jUsingDouble,SimpleAssignmentExpression,0.0545318561802798,outcome,question,Primitive_Data_Types,20
jUsingDouble,StaticMethodSpecifier,0.0706328961188937,outcome,question,Primitive_Data_Types,20
jUsingDouble,VoidDataType,0.0406005780140349,outcome,question,Primitive_Data_Types,20
jusingFloat,AddExpression,0.647523940447407,outcome,question,Primitive_Data_Types,20
jusingFloat,ClassDefinition,0.0263289387223491,outcome,question,Primitive_Data_Types,20
jusingFloat,FloatDataType,1.84774887925945,outcome,question,Primitive_Data_Types,20
jusingFloat,FormalMethodParameter,0.0435120602039102,outcome,question,Primitive_Data_Types,20
jusingFloat,MethodDefinition,0.038670377077733,outcome,question,Primitive_Data_Types,20
jusingFloat,PublicClassSpecifier,0.0634373200599912,outcome,question,Primitive_Data_Types,20
jusingFloat,PublicMethodSpecifier,0.04156890505357,outcome,question,Primitive_Data_Types,20
jusingFloat,SimpleAssignmentExpression,0.0272659280901399,outcome,question,Primitive_Data_Types,20
jusingFloat,StaticMethodSpecifier,0.0706328961188937,outcome,question,Primitive_Data_Types,20
jusingFloat,VoidDataType,0.0406005780140349,outcome,question,Primitive_Data_Types,20
PrimitiveDataTypes_v2,BooleanDataType,0.985276743149342,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,ByteDataType,2.09078692794927,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,CharDataType,1.78975693228529,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,ClassDefinition,0.0263289387223491,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,DoubleDataType,0.63214907884874,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,FloatDataType,1.84774887925945,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,IntDataType,0.224499588787552,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,LongDataType,1.99387691494121,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,MethodDefinition,0.038670377077733,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,ShortDataType,2.21572566455669,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,SimpleAssignmentExpression,0.218127424721119,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,True,1.39181692361325,outcome,example,Primitive_Data_Types,20
PrimitiveDataTypes_v2,VoidDataType,0.0406005780140349,outcome,example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,ActualMethodParameter,0.475262605317123,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,ClassDefinition,0.0263289387223491,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,IntDataType,0.224499588787552,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,java.lang.System.out.println,1.05884850023265,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,LongDataType,1.99387691494121,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,MethodDefinition,0.038670377077733,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,PublicClassSpecifier,0.0634373200599912,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,PublicMethodSpecifier,0.04156890505357,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,SimpleAssignmentExpression,0.0545318561802798,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,StaticMethodSpecifier,0.0706328961188937,outcome,animated_example,Primitive_Data_Types,20
ae_JavaTutorial_4_1_3,VoidDataType,0.0406005780140349,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,ActualMethodParameter,0.237631302658561,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,ClassDefinition,0.0263289387223491,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,DoubleDataType,0.63214907884874,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,IntDataType,0.224499588787552,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,java.lang.System.out.println,0.529424250116324,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,MethodDefinition,0.038670377077733,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,PublicClassSpecifier,0.0634373200599912,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,PublicMethodSpecifier,0.04156890505357,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,ShortDataType,2.21572566455669,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,SimpleAssignmentExpression,0.10906371236056,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,StaticMethodSpecifier,0.0706328961188937,outcome,animated_example,Primitive_Data_Types,20
ae_primitive_datatype_demo,VoidDataType,0.0406005780140349,outcome,animated_example,Primitive_Data_Types,20
jConstants2,ClassDefinition,0.0263289387223491,outcome,question,Constants,30
jConstants2,Constant,1.39181692361325,outcome,question,Constants,30
jConstants2,ConstantInitializationStatement,1.78975693228529,outcome,question,Constants,30
jConstants2,DoubleDataType,1.26429815769748,outcome,question,Constants,30
jConstants2,FormalMethodParameter,0.0435120602039102,outcome,question,Constants,30
jConstants2,IntDataType,0.224499588787552,outcome,question,Constants,30
jConstants2,MethodDefinition,0.038670377077733,outcome,question,Constants,30
jConstants2,MultiplyExpression,0.763427993562937,outcome,question,Constants,30
jConstants2,PublicClassSpecifier,0.0634373200599912,outcome,question,Constants,30
jConstants2,PublicMethodSpecifier,0.04156890505357,outcome,question,Constants,30
jConstants2,SimpleAssignmentExpression,0.0817977842704197,outcome,question,Constants,30
jConstants2,StaticMethodSpecifier,0.0706328961188937,outcome,question,Constants,30
jConstants2,VoidDataType,0.0406005780140349,outcome,question,Constants,30
Constants_v2,ActualMethodParameter,0.237631302658561,outcome,example,Constants,30
Constants_v2,ClassDefinition,0.0263289387223491,outcome,example,Constants,30
Constants_v2,Constant,2.7836338472265,outcome,example,Constants,30
Constants_v2,ConstantInitializationStatement,3.57951386457057,outcome,example,Constants,30
Constants_v2,DoubleDataType,0.63214907884874,outcome,example,Constants,30
Constants_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Constants,30
Constants_v2,IntDataType,0.224499588787552,outcome,example,Constants,30
Constants_v2,java.lang.System.out.println,0.529424250116324,outcome,example,Constants,30
Constants_v2,MethodDefinition,0.038670377077733,outcome,example,Constants,30
Constants_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Constants,30
Constants_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Constants,30
Constants_v2,SimpleAssignmentExpression,0.0545318561802798,outcome,example,Constants,30
Constants_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Constants,30
Constants_v2,VoidDataType,0.0406005780140349,outcome,example,Constants,30
Constants_v2,ActualMethodParameter,0.237631302658561,outcome,example,Constants,30
Constants_v2,ClassDefinition,0.0263289387223491,outcome,example,Constants,30
Constants_v2,Constant,2.7836338472265,outcome,example,Constants,30
Constants_v2,ConstantInitializationStatement,3.57951386457057,outcome,example,Constants,30
Constants_v2,DoubleDataType,0.63214907884874,outcome,example,Constants,30
Constants_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Constants,30
Constants_v2,IntDataType,0.224499588787552,outcome,example,Constants,30
Constants_v2,java.lang.System.out.println,0.529424250116324,outcome,example,Constants,30
Constants_v2,MethodDefinition,0.038670377077733,outcome,example,Constants,30
Constants_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Constants,30
Constants_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Constants,30
Constants_v2,SimpleAssignmentExpression,0.0545318561802798,outcome,example,Constants,30
Constants_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Constants,30
Constants_v2,VoidDataType,0.0406005780140349,outcome,example,Constants,30
constant_v2,ActualMethodParameter,0.237631302658561,outcome,example,Constants,30
constant_v2,ClassDefinition,0.0263289387223491,outcome,example,Constants,30
constant_v2,Constant,2.7836338472265,outcome,example,Constants,30
constant_v2,ConstantInvocation,2.0987884855398,outcome,example,Constants,30
constant_v2,FormalMethodParameter,0.0435120602039102,outcome,example,Constants,30
constant_v2,java.lang.System.out.println,0.529424250116324,outcome,example,Constants,30
constant_v2,MethodDefinition,0.038670377077733,outcome,example,Constants,30
constant_v2,PublicClassSpecifier,0.0634373200599912,outcome,example,Constants,30
constant_v2,PublicMethodSpecifier,0.04156890505357,outcome,example,Constants,30
constant_v2,StaticMethodSpecifier,0.0706328961188937,outcome,example,Constants,30
constant_v2,VoidDataType,0.0406005780140349,outcome,example,Constants,30
ae_constant_demo,ActualMethodParameter,0.118815651329281,outcome,animated_example,Constants,30
ae_constant_demo,ClassDefinition,0.0263289387223491,outcome,animated_example,Constants,30
ae_constant_demo,DoubleDataType,0.63214907884874,outcome,animated_example,Constants,30
ae_constant_demo,ExplicitTypeCasting,1.059378463695,outcome,animated_example,Constants,30
ae_constant_demo,FormalMethodParameter,0.0435120602039102,outcome,animated_example,Constants,30
ae_constant_demo,IntDataType,0.224499588787552,outcome,animated_example,Constants,30
ae_constant_demo,java.lang.System.out.println,0.264712125058162,outcome,animated_example,Constants,30
