title,concept,weight,direction,content_type,topic_name,topic_order
jmath2,SimpleAssignmentExpression,1.0,outcome,question,Arithmetic_Operations,40
jmath2,ExplicitTypeCasting,1.0,outcome,question,Arithmetic_Operations,40
jmath2,java.lang.Math.pow,1.0,outcome,question,Arithmetic_Operations,40
jmath2,ActualMethodParameter,1.0,outcome,question,Arithmetic_Operations,40
jbankaccount,ClassDefinition,1.0,outcome,question,Classes,140
jbankaccount,PublicClassSpecifier,1.0,outcome,question,Classes,140
jbankaccount,FormalMethodParameter,1.0,outcome,question,Classes,140
jbankaccount,MethodDefinition,1.0,outcome,question,Classes,140
jbankaccount,PublicMethodSpecifier,1.0,outcome,question,Classes,140
jbankaccount,StaticMethodSpecifier,1.0,outcome,question,Classes,140
jbankaccount,VoidDataType,1.0,outcome,question,Classes,140
jbankaccount,SimpleAssignmentExpression,1.0,outcome,question,Classes,140
jbankaccount,ObjectCreationStatement,1.0,outcome,question,Classes,140
jbankaccount,ConstructorCall,1.0,outcome,question,Classes,140
jbankaccount,ObjectMethodInvocation,1.0,outcome,question,Classes,140
jbankaccount,ActualMethodParameter,1.0,outcome,question,Classes,140
jbankaccount,DoubleDataType,1.0,outcome,question,Classes,140
jbankaccount,ConstructorDefinition,1.0,outcome,question,Classes,140
jbankaccount,PublicConstructorSpecifier,1.0,outcome,question,Classes,140
jbankaccount,AddExpression,1.0,outcome,question,Classes,140
jbankaccount,SubtractExpression,1.0,outcome,question,Classes,140
jbankaccount,ReturnStatement,1.0,outcome,question,Classes,140
jbankaccount,PrivateFieldSpecifier,1.0,outcome,question,Classes,140
jbankaccount,InstanceField,1.0,outcome,question,Classes,140
jbankaccount,SimpleVariable,1.0,outcome,question,Classes,140
jpri_float,ClassDefinition,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,PublicClassSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,FormalMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,MethodDefinition,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,PublicMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,StaticMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,VoidDataType,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,FloatDataType,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,SimpleAssignmentExpression,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,ExplicitTypeCasting,1.0,outcome,question,Primitive_Data_Types,20
jpri_float,AddExpression,1.0,outcome,question,Primitive_Data_Types,20
jclass1,ClassDefinition,1.0,outcome,question,Classes,140
jclass1,PublicClassSpecifier,1.0,outcome,question,Classes,140
jclass1,FormalMethodParameter,1.0,outcome,question,Classes,140
jclass1,MethodDefinition,1.0,outcome,question,Classes,140
jclass1,PublicMethodSpecifier,1.0,outcome,question,Classes,140
jclass1,StaticMethodSpecifier,1.0,outcome,question,Classes,140
jclass1,VoidDataType,1.0,outcome,question,Classes,140
jclass1,SimpleAssignmentExpression,1.0,outcome,question,Classes,140
jclass1,ObjectCreationStatement,1.0,outcome,question,Classes,140
jclass1,ConstructorCall,1.0,outcome,question,Classes,140
jclass1,ActualMethodParameter,1.0,outcome,question,Classes,140
jclass1,DoubleDataType,1.0,outcome,question,Classes,140
jclass1,ObjectMethodInvocation,1.0,outcome,question,Classes,140
jclass1,ConstructorDefinition,1.0,outcome,question,Classes,140
jclass1,PublicConstructorSpecifier,1.0,outcome,question,Classes,140
jclass1,AddExpression,1.0,outcome,question,Classes,140
jclass1,SubtractExpression,1.0,outcome,question,Classes,140
jclass1,ReturnStatement,1.0,outcome,question,Classes,140
jclass1,PrivateFieldSpecifier,1.0,outcome,question,Classes,140
jclass1,InstanceField,1.0,outcome,question,Classes,140
jclass1,SimpleVariable,1.0,outcome,question,Classes,140
jstring1,ClassDefinition,1.0,outcome,question,Strings,50
jstring1,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring1,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring1,MethodDefinition,1.0,outcome,question,Strings,50
jstring1,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring1,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring1,VoidDataType,1.0,outcome,question,Strings,50
jstring1,StringInitializationStatement,1.0,outcome,question,Strings,50
jstring1,StringVariable,1.0,outcome,question,Strings,50
jstring1,StringDataType,1.0,outcome,question,Strings,50
jstring1,SimpleAssignmentExpression,1.0,outcome,question,Strings,50
jstring1,StringLiteral,1.0,outcome,question,Strings,50
jstring1,java.lang.String.substring,1.0,outcome,question,Strings,50
jstring1,ObjectMethodInvocation,1.0,outcome,question,Strings,50
jstring1,ActualMethodParameter,1.0,outcome,question,Strings,50
jstring1,java.lang.System.out.print,1.0,outcome,question,Strings,50
jstring2,ClassDefinition,1.0,outcome,question,Strings,50
jstring2,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring2,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring2,MethodDefinition,1.0,outcome,question,Strings,50
jstring2,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring2,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring2,VoidDataType,1.0,outcome,question,Strings,50
jstring2,StringInitializationStatement,1.0,outcome,question,Strings,50
jstring2,StringVariable,1.0,outcome,question,Strings,50
jstring2,StringDataType,1.0,outcome,question,Strings,50
jstring2,SimpleAssignmentExpression,1.0,outcome,question,Strings,50
jstring2,StringLiteral,1.0,outcome,question,Strings,50
jstring2,IntDataType,1.0,outcome,question,Strings,50
jstring2,java.lang.String.length,1.0,outcome,question,Strings,50
jobject_string2,ClassDefinition,1.0,outcome,question,Objects,130
jobject_string2,PublicClassSpecifier,1.0,outcome,question,Objects,130
jobject_string2,FormalMethodParameter,1.0,outcome,question,Objects,130
jobject_string2,MethodDefinition,1.0,outcome,question,Objects,130
jobject_string2,PublicMethodSpecifier,1.0,outcome,question,Objects,130
jobject_string2,StaticMethodSpecifier,1.0,outcome,question,Objects,130
jobject_string2,VoidDataType,1.0,outcome,question,Objects,130
jobject_string2,StringInitializationStatement,1.0,outcome,question,Objects,130
jobject_string2,StringVariable,1.0,outcome,question,Objects,130
jobject_string2,StringDataType,1.0,outcome,question,Objects,130
jobject_string2,SimpleAssignmentExpression,1.0,outcome,question,Objects,130
jobject_string2,StringLiteral,1.0,outcome,question,Objects,130
jobject_string2,java.lang.System.out.print,1.0,outcome,question,Objects,130
jobject_string2,ActualMethodParameter,1.0,outcome,question,Objects,130
jobject_string2,java.lang.String.replace,1.0,outcome,question,Objects,130
jobject_string2,ObjectMethodInvocation,1.0,outcome,question,Objects,130
jvariable1,ClassDefinition,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,PublicClassSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,FormalMethodParameter,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,MethodDefinition,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,PublicMethodSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,StaticMethodSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,VoidDataType,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,IntDataType,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,SimpleAssignmentExpression,1.0,outcome,question,Arithmetic_Operations,40
jvariable1,AddAssignmentExpression,1.0,outcome,question,Arithmetic_Operations,40
jobject_string1,ClassDefinition,1.0,outcome,question,Objects,130
jobject_string1,PublicClassSpecifier,1.0,outcome,question,Objects,130
jobject_string1,FormalMethodParameter,1.0,outcome,question,Objects,130
jobject_string1,MethodDefinition,1.0,outcome,question,Objects,130
jobject_string1,PublicMethodSpecifier,1.0,outcome,question,Objects,130
jobject_string1,StaticMethodSpecifier,1.0,outcome,question,Objects,130
jobject_string1,VoidDataType,1.0,outcome,question,Objects,130
jobject_string1,StringInitializationStatement,1.0,outcome,question,Objects,130
jobject_string1,StringVariable,1.0,outcome,question,Objects,130
jobject_string1,StringDataType,1.0,outcome,question,Objects,130
jobject_string1,SimpleAssignmentExpression,1.0,outcome,question,Objects,130
jobject_string1,StringLiteral,1.0,outcome,question,Objects,130
jobject_string1,IntDataType,1.0,outcome,question,Objects,130
jobject_string1,AddExpression,1.0,outcome,question,Objects,130
jobject_string1,java.lang.String.length,1.0,outcome,question,Objects,130
jstring5,ClassDefinition,1.0,outcome,question,Strings,50
jstring5,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring5,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring5,MethodDefinition,1.0,outcome,question,Strings,50
jstring5,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring5,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring5,VoidDataType,1.0,outcome,question,Strings,50
jstring5,StringVariable,1.0,outcome,question,Strings,50
jstring5,StringDataType,1.0,outcome,question,Strings,50
jstring5,SimpleAssignmentExpression,1.0,outcome,question,Strings,50
jstring5,StringCreationStatement,1.0,outcome,question,Strings,50
jstring5,StringConstructorCall,1.0,outcome,question,Strings,50
jstring5,ActualMethodParameter,1.0,outcome,question,Strings,50
jstring5,StringLiteral,1.0,outcome,question,Strings,50
jstring5,IntDataType,1.0,outcome,question,Strings,50
jstring5,java.lang.System.out.print,1.0,outcome,question,Strings,50
jstring5,AddExpression,1.0,outcome,question,Strings,50
jstring_int,ClassDefinition,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,PublicClassSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,FormalMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,MethodDefinition,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,PublicMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,StaticMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,VoidDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,StringInitializationStatement,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,StringVariable,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,StringDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,SimpleAssignmentExpression,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,StringLiteral,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,IntDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,java.lang.Integer.parseInt,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,ActualMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jstring_int,AddExpression,1.0,outcome,question,Primitive_Data_Types,20
jstring6,ClassDefinition,1.0,outcome,question,Strings,50
jstring6,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring6,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring6,MethodDefinition,1.0,outcome,question,Strings,50
jstring6,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring6,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring6,VoidDataType,1.0,outcome,question,Strings,50
jstring6,java.lang.System.out.print,1.0,outcome,question,Strings,50
jstring6,ActualMethodParameter,1.0,outcome,question,Strings,50
jstring6,java.lang.String.substring,1.0,outcome,question,Strings,50
jstring6,StringDataType,1.0,outcome,question,Strings,50
jstring6,StringLiteralMethodInvocation,1.0,outcome,question,Strings,50
jstring6,StringLiteral,1.0,outcome,question,Strings,50
jstring3,ClassDefinition,1.0,outcome,question,Strings,50
jstring3,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring3,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring3,MethodDefinition,1.0,outcome,question,Strings,50
jstring3,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring3,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring3,VoidDataType,1.0,outcome,question,Strings,50
jstring3,StringInitializationStatement,1.0,outcome,question,Strings,50
jstring3,StringVariable,1.0,outcome,question,Strings,50
jstring3,StringDataType,1.0,outcome,question,Strings,50
jstring3,SimpleAssignmentExpression,1.0,outcome,question,Strings,50
jstring3,StringLiteral,1.0,outcome,question,Strings,50
jstring3,java.lang.System.out.print,1.0,outcome,question,Strings,50
jstring3,ActualMethodParameter,1.0,outcome,question,Strings,50
jstring3,AddExpression,1.0,outcome,question,Strings,50
jstring4,ClassDefinition,1.0,outcome,question,Strings,50
jstring4,PublicClassSpecifier,1.0,outcome,question,Strings,50
jstring4,FormalMethodParameter,1.0,outcome,question,Strings,50
jstring4,MethodDefinition,1.0,outcome,question,Strings,50
jstring4,PublicMethodSpecifier,1.0,outcome,question,Strings,50
jstring4,StaticMethodSpecifier,1.0,outcome,question,Strings,50
jstring4,VoidDataType,1.0,outcome,question,Strings,50
jstring4,StringInitializationStatement,1.0,outcome,question,Strings,50
jstring4,StringVariable,1.0,outcome,question,Strings,50
jstring4,StringDataType,1.0,outcome,question,Strings,50
jstring4,SimpleAssignmentExpression,1.0,outcome,question,Strings,50
jstring4,StringLiteral,1.0,outcome,question,Strings,50
jstring4,CharDataType,1.0,outcome,question,Strings,50
jstring4,java.lang.String.charAt,1.0,outcome,question,Strings,50
jstring4,ObjectMethodInvocation,1.0,outcome,question,Strings,50
jstring4,ActualMethodParameter,1.0,outcome,question,Strings,50
jstring4,java.lang.System.out.print,1.0,outcome,question,Strings,50
jwhile1,ClassDefinition,1.0,outcome,question,Loops_while,100
jwhile1,PublicClassSpecifier,1.0,outcome,question,Loops_while,100
jwhile1,FormalMethodParameter,1.0,outcome,question,Loops_while,100
jwhile1,MethodDefinition,1.0,outcome,question,Loops_while,100
jwhile1,PublicMethodSpecifier,1.0,outcome,question,Loops_while,100
jwhile1,StaticMethodSpecifier,1.0,outcome,question,Loops_while,100
jwhile1,VoidDataType,1.0,outcome,question,Loops_while,100
jwhile1,IntDataType,1.0,outcome,question,Loops_while,100
jwhile1,SimpleAssignmentExpression,1.0,outcome,question,Loops_while,100
jwhile1,WhileStatement,1.0,outcome,question,Loops_while,100
jwhile1,LessExpression,1.0,outcome,question,Loops_while,100
jwhile1,PostIncrementExpression,1.0,outcome,question,Loops_while,100
jobject_translate,ImportStatement,1.0,outcome,question,Objects,130
jobject_translate,ClassDefinition,1.0,outcome,question,Objects,130
jobject_translate,PublicClassSpecifier,1.0,outcome,question,Objects,130
jobject_translate,FormalMethodParameter,1.0,outcome,question,Objects,130
jobject_translate,MethodDefinition,1.0,outcome,question,Objects,130
jobject_translate,PublicMethodSpecifier,1.0,outcome,question,Objects,130
jobject_translate,StaticMethodSpecifier,1.0,outcome,question,Objects,130
jobject_translate,VoidDataType,1.0,outcome,question,Objects,130
jobject_translate,SimpleAssignmentExpression,1.0,outcome,question,Objects,130
jobject_translate,ObjectCreationStatement,1.0,outcome,question,Objects,130
jobject_translate,ConstructorCall,1.0,outcome,question,Objects,130
jobject_translate,ActualMethodParameter,1.0,outcome,question,Objects,130
jobject_translate,ObjectMethodInvocation,1.0,outcome,question,Objects,130
jobject_translate,java.lang.System.out.print,1.0,outcome,question,Objects,130
jstring_double,ClassDefinition,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,PublicClassSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,FormalMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,MethodDefinition,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,PublicMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,StaticMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,VoidDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,StringInitializationStatement,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,StringVariable,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,StringDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,SimpleAssignmentExpression,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,StringLiteral,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,DoubleDataType,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,java.lang.Double.parseDouble,1.0,outcome,question,Primitive_Data_Types,20
jstring_double,ActualMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jclasses_constructor,ClassDefinition,1.0,outcome,question,Classes,140
jclasses_constructor,PublicClassSpecifier,1.0,outcome,question,Classes,140
jclasses_constructor,FormalMethodParameter,1.0,outcome,question,Classes,140
jclasses_constructor,MethodDefinition,1.0,outcome,question,Classes,140
jclasses_constructor,PublicMethodSpecifier,1.0,outcome,question,Classes,140
jclasses_constructor,StaticMethodSpecifier,1.0,outcome,question,Classes,140
jclasses_constructor,VoidDataType,1.0,outcome,question,Classes,140
jclasses_constructor,SimpleAssignmentExpression,1.0,outcome,question,Classes,140
jclasses_constructor,ObjectCreationStatement,1.0,outcome,question,Classes,140
jclasses_constructor,ConstructorCall,1.0,outcome,question,Classes,140
jclasses_constructor,ObjectMethodInvocation,1.0,outcome,question,Classes,140
jclasses_constructor,ActualMethodParameter,1.0,outcome,question,Classes,140
jclasses_constructor,DoubleDataType,1.0,outcome,question,Classes,140
jclasses_constructor,ConstructorDefinition,1.0,outcome,question,Classes,140
jclasses_constructor,PublicConstructorSpecifier,1.0,outcome,question,Classes,140
jclasses_constructor,AddExpression,1.0,outcome,question,Classes,140
jclasses_constructor,SubtractExpression,1.0,outcome,question,Classes,140
jclasses_constructor,ReturnStatement,1.0,outcome,question,Classes,140
jclasses_constructor,PrivateFieldSpecifier,1.0,outcome,question,Classes,140
jclasses_constructor,InstanceField,1.0,outcome,question,Classes,140
jclasses_constructor,SimpleVariable,1.0,outcome,question,Classes,140
jinteger1,ClassDefinition,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,PublicClassSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,FormalMethodParameter,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,MethodDefinition,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,PublicMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,StaticMethodSpecifier,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,VoidDataType,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,IntDataType,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,SimpleAssignmentExpression,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,SubtractExpression,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,MultiplyExpression,1.0,outcome,question,Primitive_Data_Types,20
jinteger1,DivideExpression,1.0,outcome,question,Primitive_Data_Types,20
jincrement,ClassDefinition,1.0,outcome,question,Arithmetic_Operations,40
jincrement,PublicClassSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jincrement,FormalMethodParameter,1.0,outcome,question,Arithmetic_Operations,40
jincrement,MethodDefinition,1.0,outcome,question,Arithmetic_Operations,40
jincrement,PublicMethodSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jincrement,StaticMethodSpecifier,1.0,outcome,question,Arithmetic_Operations,40
jincrement,VoidDataType,1.0,outcome,question,Arithmetic_Operations,40
jincrement,IntDataType,1.0,outcome,question,Arithmetic_Operations,40
jincrement,SimpleAssignmentExpression,1.0,outcome,question,Arithmetic_Operations,40
jincrement,PreIncrementExpression,1.0,outcome,question,Arithmetic_Operations,40
jobject_rec2,ImportStatement,1.0,outcome,question,Objects,130
jobject_rec2,ClassDefinition,1.0,outcome,question,Objects,130
jobject_rec2,PublicClassSpecifier,1.0,outcome,question,Objects,130
jobject_rec2,FormalMethodParameter,1.0,outcome,question,Objects,130
jobject_rec2,MethodDefinition,1.0,outcome,question,Objects,130
jobject_rec2,PublicMethodSpecifier,1.0,outcome,question,Objects,130
jobject_rec2,StaticMethodSpecifier,1.0,outcome,question,Objects,130
jobject_rec2,VoidDataType,1.0,outcome,question,Objects,130
jobject_rec2,SimpleAssignmentExpression,1.0,outcome,question,Objects,130
jobject_rec2,ObjectCreationStatement,1.0,outcome,question,Objects,130
jobject_rec2,ConstructorCall,1.0,outcome,question,Objects,130
jobject_rec2,ActualMethodParameter,1.0,outcome,question,Objects,130
jobject_rec2,DoubleDataType,1.0,outcome,question,Objects,130
jobject_rec2,ObjectMethodInvocation,1.0,outcome,question,Objects,130
jobject_rec2,MultiplyExpression,1.0,outcome,question,Objects,130
jobject_rec2,java.lang.System.out.print,1.0,outcome,question,Objects,130
jba_ques,ClassDefinition,1.0,outcome,question,Classes,140
jba_ques,PublicClassSpecifier,1.0,outcome,question,Classes,140
jba_ques,FormalMethodParameter,1.0,outcome,question,Classes,140
jba_ques,MethodDefinition,1.0,outcome,question,Classes,140
jba_ques,PublicMethodSpecifier,1.0,outcome,question,Classes,140
jba_ques,StaticMethodSpecifier,1.0,outcome,question,Classes,140
jba_ques,VoidDataType,1.0,outcome,question,Classes,140
jba_ques,SimpleAssignmentExpression,1.0,outcome,question,Classes,140
jba_ques,ObjectCreationStatement,1.0,outcome,question,Classes,140
jba_ques,ConstructorCall,1.0,outcome,question,Classes,140
jba_ques,ObjectMethodInvocation,1.0,outcome,question,Classes,140
jba_ques,ActualMethodParameter,1.0,outcome,question,Classes,140
jba_ques,MultiplyExpression,1.0,outcome,question,Classes,140
jba_ques,DoubleDataType,1.0,outcome,question,Classes,140
jba_ques,AddExpression,1.0,outcome,question,Classes,140
jba_ques,ConstructorDefinition,1.0,outcome,question,Classes,140
jba_ques,PublicConstructorSpecifier,1.0,outcome,question,Classes,140
jba_ques,SubtractExpression,1.0,outcome,question,Classes,140
jba_ques,ReturnStatement,1.0,outcome,question,Classes,140
jba_ques,PrivateFieldSpecifier,1.0,outcome,question,Classes,140
jba_ques,InstanceField,1.0,outcome,question,Classes,140
jba_ques,SimpleVariable,1.0,outcome,question,Classes,140
jprint_var,ClassDefinition,1.0,outcome,question,Variables,10
jprint_var,PublicClassSpecifier,1.0,outcome,question,Variables,10
jprint_var,FormalMethodParameter,1.0,outcome,question,Variables,10
jprint_var,MethodDefinition,1.0,outcome,question,Variables,10
jprint_var,PublicMethodSpecifier,1.0,outcome,question,Variables,10
jprint_var,StaticMethodSpecifier,1.0,outcome,question,Variables,10
jprint_var,VoidDataType,1.0,outcome,question,Variables,10
jprint_var,IntDataType,1.0,outcome,question,Variables,10
jprint_var,SimpleAssignmentExpression,1.0,outcome,question,Variables,10
jprint_var,java.lang.System.out.print,1.0,outcome,question,Variables,10
jprint_var,ActualMethodParameter,1.0,outcome,question,Variables,10
jclasses_getter,ClassDefinition,1.0,outcome,question,Classes,140
jclasses_getter,PublicClassSpecifier,1.0,outcome,question,Classes,140
jclasses_getter,FormalMethodParameter,1.0,outcome,question,Classes,140
jclasses_getter,MethodDefinition,1.0,outcome,question,Classes,140
jclasses_getter,PublicMethodSpecifier,1.0,outcome,question,Classes,140
jclasses_getter,StaticMethodSpecifier,1.0,outcome,question,Classes,140
jclasses_getter,VoidDataType,1.0,outcome,question,Classes,140
jclasses_getter,SimpleAssignmentExpression,1.0,outcome,question,Classes,140
jclasses_getter,ObjectCreationStatement,1.0,outcome,question,Classes,140
jclasses_getter,ConstructorCall,1.0,outcome,question,Classes,140
jclasses_getter,ObjectMethodInvocation,1.0,outcome,question,Classes,140
jclasses_getter,ActualMethodParameter,1.0,outcome,question,Classes,140
jclasses_getter,IntDataType,1.0,outcome,question,Classes,140
jclasses_getter,AddExpression,1.0,outcome,question,Classes,140
jclasses_getter,PrivateFieldSpecifier,1.0,outcome,question,Classes,140
jclasses_getter,InstanceField,1.0,outcome,question,Classes,140
jclasses_getter,InstanceFieldInitializationStatement,1.0,outcome,question,Classes,140
jclasses_getter,ConstructorDefinition,1.0,outcome,question,Classes,140
jclasses_getter,PublicConstructorSpecifier,1.0,outcome,question,Classes,140
jclasses_getter,ReturnStatement,1.0,outcome,question,Classes,140
jobject_rec1,ImportStatement,1.0,outcome,question,Objects,130
jobject_rec1,ClassDefinition,1.0,outcome,question,Objects,130
